Case Number,Address,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
16/05976/HMOLIC,168 Marlborough Road Oxford Oxfordshire OX1 4LT,5,,09/02/2017,09/02/2018
17/01471/HMOLIC,110 Marlborough Road Oxford Oxfordshire OX1 4LS,5,,23/06/2017,22/06/2018
16/03993/HMOLIC,102 Marlborough Road Oxford Oxfordshire OX1 4LS,5,6,26/09/2016,31/10/2017
16/03965/HMOADL,103 Marlborough Road Oxford Oxfordshire OX1 4LX,5,4,23/09/2016,22/01/2018
16/03542/HMOADS,158 Marlborough Road Oxford Oxfordshire OX1 4LS,4,,12/08/2016,27/03/2018
16/03378/HMOADS,172 Marlborough Road Oxford Oxfordshire OX1 4LT,5,5,05/08/2016,07/10/2017
16/02320/HMOADS,43 Marlborough Road Oxford Oxfordshire OX1 4LW,4,,30/01/2017,30/01/2018
16/00282/HMOADL,165 Marlborough Road Oxford Oxfordshire OX1 4LY,4,3,05/05/2017,04/05/2018
16/00084/HMOADS,45 Marlborough Road Oxford Oxfordshire OX1 4LW,4,,11/02/2016,11/10/2017
15/04991/HMOLIC,77 Marlborough Road Oxford Oxfordshire OX1 4LX,5,,06/01/2017,06/01/2018
15/02416/HMOADL,109 Marlborough Road Oxford Oxfordshire OX1 4LX,4,4,20/01/2017,20/01/2018
17/00269/HMOADS,9 Marlborough Road Oxford Oxfordshire OX1 4LW,4,,23/03/2017,22/03/2018
16/04276/HMOLIC,24 Marlborough Road Oxford Oxfordshire OX1 4LP,5,5,14/10/2016,14/10/2017
17/01086/HMOADS,17 Marsh Lane Oxford Headington Oxfordshire OX3 0NG,4,,30/05/2017,24/01/2021
17/02604/HMOADS,8 Marsh Lane Oxford Headington Oxfordshire OX3 0NF,3,,23/08/2017,22/08/2019
16/05060/HMOADS,19 Marsh Lane Oxford Oxfordshire OX3 0NG,4,,02/12/2016,24/01/2021
16/04489/HMOADS,6 Marsh Lane Headington Oxford OX3 0NF,4,4,18/10/2016,17/12/2017
16/06079/HMOADS,4 Marsh Road Oxford Oxfordshire OX4 2HH,12,,21/03/2017,20/03/2018
16/05608/HMOADL,7 Marshall Road Oxford Oxfordshire OX4 2NP,5,5,21/01/2017,20/01/2018
16/06053/HMOADS,Flat 5 2 Marston Ferry Road Oxford Oxfordshire OX2 7EE,4,,02/02/2017,02/02/2018
16/04617/HMOADS,406 Marston Road Oxford Oxfordshire OX3 0JE,4,4,28/10/2016,27/10/2018
17/00636/HMOADS,Flat 489 Marston Road Oxford Oxfordshire OX3 0JQ,4,4,06/04/2017,05/04/2018
17/00226/HMOADL,427 Marston Road Oxford Oxfordshire OX3 0JG,8,,22/03/2017,21/03/2018
16/05871/HMOADL,240A Marston Road Oxford Oxfordshire OX3 0EL,5,,03/02/2017,03/02/2018
16/05585/HMOADS,402A Marston Road Oxford Oxfordshire OX3 0JE,4,,30/01/2017,30/01/2019
16/05386/HMOADL,249 Marston Road Oxford Oxfordshire OX3 0EN,5,,30/01/2017,30/01/2018
16/04819/HMOADS,448 Marston Road Oxford Oxfordshire OX3 0JE,5,,14/02/2017,13/02/2018
16/03447/HMOADS,243 Marston Road Marston Oxford OX3 0EN,5,4,29/09/2016,06/08/2019
16/04816/HMOADS,309 Marston Road Oxford Oxfordshire OX3 0EW,4,,07/04/2017,06/04/2018
16/04707/HMOADS,453 Marston Road Oxford Oxfordshire OX3 0JQ,4,,10/04/2017,09/04/2018
15/03016/HMOADS,473A Marston Road Oxford Oxfordshire OX3 0JQ,3,,27/02/2017,26/02/2018
15/02160/HMOADL,418 Marston Road Oxford Oxfordshire OX3 0JE,4,,03/11/2016,03/11/2017
16/02349/HMOLIC,Flat 1 Rana Buildings 485 - 487 Marston Road Oxford Oxfordshire OX3 0JQ,3,,13/09/2017,12/09/2018
16/02771/HMOADL,449 Marston Road Oxford Oxfordshire OX3 0JG,5,,17/01/2017,17/01/2018
16/03592/HMOADL,283 Marston Road Oxford Oxfordshire OX3 0EW,5,6,20/08/2016,11/07/2018
16/03523/HMOADS,362 Marston Road Oxford Oxfordshire OX3 0JB,4,3,14/08/2016,27/03/2018
16/03606/HMOADL,331 Marston Road Oxford Oxfordshire OX3 0EP,5,,22/08/2016,22/12/2017
16/03668/HMOADL,429 Marston Road Oxford Oxfordshire OX3 0JG,5,5,07/08/2017,07/08/2018
16/03806/HMOLIC,440 Marston Road Oxford Oxfordshire OX3 0JE,7,,09/09/2016,13/10/2017
16/05317/HMOADS,1 Marston Street Oxford Oxfordshire OX4 1JU,4,,31/01/2017,31/01/2018
16/02548/HMOADS,8 Marston Street Oxford Oxfordshire OX4 1JU,4,,02/03/2017,01/03/2019
17/00070/HMOADL,11 Marston Street Oxford Oxfordshire OX4 1JU,5,,15/03/2017,14/03/2018
16/04972/HMOADL,52 Marston Street Oxford Oxfordshire OX4 1JU,4,,08/11/2016,07/11/2018
16/04759/HMOLIC,5 Marston Street Oxford Oxfordshire OX4 1JU,12,12,10/11/2016,09/11/2018
16/04531/HMOLIC,59 Marston Street Oxford Oxfordshire OX4 1JU,5,5,22/10/2016,21/01/2018
16/03999/HMOADS,40 Marston Street Oxford Oxfordshire OX4 1JU,5,,26/09/2016,26/12/2017
16/02879/HMOLIC,44 Marston Street Oxford Oxfordshire OX4 1JU,6,,04/08/2016,04/10/2017
16/02237/HMOADL,23 Marston Street Oxford Oxfordshire OX4 1JU,4,,06/12/2016,06/12/2017
16/02069/HMOADL,9 Marston Street Oxford Oxfordshire OX4 1JU,5,4,21/07/2016,21/12/2017
16/01463/HMOADL,20 Marston Street Oxford Oxfordshire OX4 1JU,4,4,28/09/2016,28/09/2017
16/00788/HMOADS,26 Marston Street Oxford Oxfordshire OX4 1JU,4,,06/04/2016,06/04/2018
16/00735/HMOADS,27 Marston Street Oxford Oxfordshire OX4 1JU,4,4,18/04/2016,18/04/2018
16/00454/HMOLIC,56 Marston Street Oxford Oxfordshire OX4 1JU,5,5,29/11/2016,29/11/2017
16/00481/HMOLIC,62 Marston Street Oxford Oxfordshire OX4 1JU,6,6,06/12/2016,06/12/2017
17/02027/HMOLIC,63 Marston Street Oxford Oxfordshire OX4 1JU,6,6,28/07/2017,27/07/2018
16/02293/HMOADL,Top Flat 10 Marston Street Oxford Oxfordshire OX4 1JU,4,4,01/07/2016,01/07/2018
16/05625/HMOADL,30 Masons Road Oxford Oxfordshire OX3 8QJ,5,,09/02/2017,09/02/2018
16/05869/HMOADL,35 Masons Road Oxford Headington Oxfordshire OX3 8QL,6,,03/02/2017,03/02/2018
16/05593/HMOADS,5 Masons Road Oxford Oxfordshire OX3 8QL,4,4,15/01/2017,15/01/2019
16/05279/HMOADS,31 Masons Road Oxford Oxfordshire OX3 8QL,4,4,18/12/2016,18/12/2017
16/02238/HMOADL,48 Masons Road Oxford Oxfordshire OX3 8QJ,5,5,21/06/2016,31/10/2017
15/00771/HMOADL,40 Masons Road Oxford Oxfordshire OX3 8QJ,6,,04/01/2017,04/01/2018
17/03416/HMOADL,12 Masons Road Oxford Oxfordshire OX3 8QJ,8,,13/10/2017,24/01/2021
16/05478/HMOADS,15 Masons Road Oxford Headington Oxfordshire OX3 8QL,4,,07/01/2017,07/01/2019
16/04203/HMOADS,10 Massey Close Oxford Oxfordshire OX3 7NE,4,,09/10/2016,24/01/2021
16/05594/HMOADL,2 Massey Close Oxford Oxfordshire OX3 7NE,5,5,16/01/2017,15/01/2018
17/00272/HMOADL,6 Massey Close Oxford Oxfordshire OX3 7NE,5,5,26/03/2017,25/03/2018
17/00938/HMOADS,7 Mattock Close Oxford Oxfordshire OX3 7AH,4,,12/09/2017,11/09/2018
17/01667/HMOADL,57 Mayfair Road Oxford Oxfordshire OX4 3SR,4,4,03/07/2017,04/07/2019
16/04407/HMOADS,7 Meadow Lane Oxford Oxfordshire OX4 1TL,4,,11/10/2016,24/01/2021
16/04542/HMOADS,9 Meadow Lane Oxford Oxfordshire OX4 1TL,4,,23/10/2016,23/03/2018
16/03167/HMOADS,313 Meadow Lane Oxford Oxfordshire OX4 4BJ,4,,02/03/2017,01/03/2018
17/02859/HMOADL,3 Medhurst Way Oxford Oxfordshire OX4 4NY,5,4,05/08/2017,04/08/2018
16/04799/HMOLIC,143 Merewood Avenue Oxford Oxfordshire OX3 8EQ,6,,12/11/2016,12/11/2017
17/02140/HMOADL,37 Merlin Road Oxford Oxfordshire OX4 6EP,5,,04/08/2017,03/08/2018
17/00562/HMOLIC,14 Meyseys Close Oxford Oxfordshire OX3 7SF,5,,05/05/2017,04/05/2018
16/03026/HMOADL,12 Meyseys Close Oxford Oxfordshire OX3 7SF,5,5,24/03/2017,23/03/2018
15/04568/HMOLIC,16 Meyseys Close Oxford Oxfordshire OX3 7SF,7,,07/03/2017,06/03/2018
16/05867/HMOADL,25 Meyseys Close Oxford Oxfordshire OX3 7SF,5,,02/02/2017,02/02/2018
17/00336/HMOADL,22 Meyseys Close Oxford Oxfordshire OX3 7SF,5,,31/03/2017,30/03/2018
16/03840/HMOADS,12 Mileway Gardens Oxford Oxfordshire OX3 7XH,3,,18/09/2016,24/01/2021
16/04860/HMOADS,1 Mileway Gardens Oxford Oxfordshire OX3 7XH,6,3,19/11/2016,19/06/2018
16/05120/HMOADL,3 Mileway Gardens Oxford Oxfordshire OX3 7XH,7,,15/05/2017,15/05/2018
16/00987/HMOADL,29 Mill Lane Marston Oxford Oxfordshire OX3 0QB,5,5,31/03/2016,31/10/2017
16/04312/HMOADS,42 Mill Street Oxford Oxfordshire OX2 0AL,4,,05/07/2016,24/01/2021
17/02530/HMOADL,40 Mill Street Oxford Oxfordshire OX2 0AJ,5,,31/10/2016,31/10/2017
16/06038/HMOADS,73 Mill Street Oxford Oxfordshire OX2 0AL,4,,20/03/2017,19/03/2018
16/03868/HMOADL,67 Mill Street Oxford Oxfordshire OX2 0AL,6,,10/09/2016,10/11/2017
16/03856/HMOADL,57 Mill Street Oxford Oxfordshire OX2 0AL,3,3,28/08/2016,28/12/2017
16/02379/HMOADL,21 Mill Street Oxford Oxfordshire OX2 0AJ,4,,14/02/2017,13/02/2018
16/01887/HMOADS,43 Mill Street Oxford Oxfordshire OX2 0AL,4,4,02/06/2016,02/06/2018
16/01613/HMOADL,26 Mill Street Oxford Oxfordshire OX2 0AJ,4,4,15/05/2016,15/05/2018
17/02418/HMOADS,20 Mill Street Oxford Oxfordshire OX2 0AJ,3,,26/07/2017,25/07/2018
16/01846/HMOADS,8 Milne Place Oxford Oxfordshire OX3 9DG,4,,28/05/2016,24/01/2021
14/03462/HMOADL,8 Milton Road Oxford Oxfordshire OX4 3EE,6,6,02/02/2017,02/02/2018
16/01624/HMOADS,6 Milton Road Oxford Oxfordshire OX4 3EE,4,5,15/05/2016,15/01/2018
16/03318/HMOADS,1 Milton Road Oxford Oxfordshire OX4 3EE,4,4,28/07/2016,28/10/2017
16/04005/HMOADL,7 Milton Road Oxford Oxfordshire OX4 3EE,5,,13/01/2017,13/01/2018
17/00836/HMOADS,31 Milton Road Oxford Oxfordshire OX4 3EF,4,,05/05/2017,04/05/2019
17/01506/HMOADL,14 Milton Road Oxford Oxfordshire OX4 3EF,6,,01/07/2017,30/06/2018
15/05304/HMOADS,24 Minchery Road Oxford Oxfordshire OX4 4LX,4,,04/10/2016,04/10/2017
16/06158/HMOADS,2 Minster Road Oxford Oxfordshire OX4 1LX,4,3,03/07/2017,02/07/2018
16/04219/HMOADL,6 Minster Road Oxford Oxfordshire OX4 1LX,5,4,10/10/2016,09/08/2018
16/00542/HMOADL,13 Minster Road Oxford Oxfordshire OX4 1LX,5,5,31/03/2016,31/03/2018
16/02343/HMOADS,4 Minster Road Oxford Oxfordshire OX4 1LX,4,,29/06/2016,29/09/2017
15/03526/HMOADL,21 Monmouth Road Oxford Oxfordshire OX1 4TD,5,,03/04/2017,02/04/2018
15/04127/HMOADS,4 Monmouth Road Oxford Oxfordshire OX1 4TD,5,,25/11/2016,25/11/2017
16/00270/HMOADL,14 Monmouth Road Oxford Oxfordshire OX1 4TD,5,5,12/03/2016,12/03/2018
16/00459/HMOADS,16 Monmouth Road Oxford Oxfordshire OX1 4TD,5,4,13/04/2016,13/04/2018
16/03998/HMOLIC,7 Moody Road Oxford Oxfordshire OX3 0DH,6,,25/09/2016,25/01/2018
17/02319/HMOADS,6 Moorbank Oxford Oxfordshire OX4 6HZ,6,,12/09/2017,11/09/2018
17/01500/HMOLIC,92 Morrell Avenue Oxford Oxfordshire OX4 1NA,5,5,24/05/2017,23/05/2018
16/03940/HMOADS,67 Morrell Avenue Oxford Oxfordshire OX4 1NQ,3,3,19/09/2016,24/01/2021
16/03977/HMOADS,159 Morrell Avenue Oxford Oxfordshire OX4 1NG,4,3,25/09/2016,25/01/2018
16/04027/HMOADS,139 Morrell Avenue Oxford OX4 1NG,4,4,26/09/2016,26/01/2018
16/04467/HMOADS,87 Morrell Avenue Oxford Oxfordshire OX4 1NQ,4,,01/11/2016,01/11/2017
16/04470/HMOADS,108 Morrell Avenue Oxford Oxfordshire OX4 1NA,4,4,08/10/2016,08/10/2018
16/05042/HMOADS,175 Morrell Avenue Oxford Oxfordshire OX4 1NG,4,4,01/12/2016,01/12/2017
16/05808/HMOADS,93 Morrell Avenue Oxford Oxfordshire OX4 1NQ,4,,14/02/2017,13/02/2018
17/00077/HMOADS,103 Morrell Avenue Oxford Oxfordshire OX4 1NQ,4,,24/02/2017,23/02/2018
17/00495/HMOADS,201 Morrell Avenue Oxford Oxfordshire OX4 1NF,4,4,16/04/2017,15/04/2018
17/01459/HMOADS,113 Morrell Avenue Oxford OX4 1NG,4,,24/06/2017,23/06/2019
17/01559/HMOADS,116 Morrell Avenue Oxford Oxfordshire OX4 1NA,4,4,05/07/2017,04/07/2019
17/02735/HMOADS,191 Morrell Avenue Oxford Oxfordshire OX4 1NF,4,3,12/09/2017,11/09/2018
16/00840/HMOADL,124 Morrell Avenue Oxford Oxfordshire OX4 1LZ,4,,24/04/2016,24/01/2021
16/03882/HMOADS,209 Morrell Avenue Oxford OX4 1NF,4,4,10/09/2016,10/09/2018
16/02315/HMOADL,16 Morrell Avenue Oxford Oxfordshire OX4 1NE,5,5,07/07/2016,07/07/2018
16/03437/HMOADL,110 Morrell Avenue Oxford Oxfordshire OX4 1NA,5,5,21/07/2016,23/03/2018
14/03858/HMOADS,73 Morrell Avenue Oxford Oxfordshire OX4 1NQ,4,,23/02/2017,22/02/2018
16/00469/HMOADS,211 Morrell Avenue Oxford Oxfordshire OX4 1NF,5,,23/02/2017,22/02/2018
16/00868/HMOADL,125 Morrell Avenue Oxford Oxfordshire OX4 1NG,5,5,20/12/2016,20/12/2017
16/00852/HMOADS,126 Morrell Avenue Oxford Oxfordshire OX4 1LZ,4,,27/04/2016,27/04/2018
16/01827/HMOADS,46 Morrell Avenue Oxford Oxfordshire OX4 1ND,4,4,27/05/2016,27/05/2018
16/02428/HMOADS,149 Morrell Avenue Oxford Oxfordshire OX4 1NG,4,,17/06/2016,17/06/2018
16/02595/HMOADL,90 Morrell Avenue Oxford Oxfordshire OX4 1NA,5,,24/04/2017,23/04/2018
16/02920/HMOADS,12A Morrell Avenue Oxford Oxfordshire OX4 1NE,4,4,02/03/2017,01/03/2018
16/02944/HMOADS,134 Morrell Avenue Oxford Oxfordshire OX4 1LZ,4,4,15/08/2016,24/01/2021
16/03209/HMOADS,199 Morrell Avenue Oxford Oxfordshire OX4 1NF,4,,05/08/2016,24/01/2021
16/03423/HMOADS,32 Morrell Avenue Oxford Oxfordshire OX4 1ND,4,4,13/03/2017,12/03/2018
16/01323/HMOADS,54 Morrell Avenue Oxford Oxfordshire OX4 1ND,4,,14/05/2016,14/05/2018
16/02956/HMOADL,2 Morris Crescent Oxford Oxfordshire OX4 3ED,5,,06/07/2016,06/07/2018
16/04849/HMOADL,4 Morris Crescent Oxford Oxfordshire OX4 3ED,7,,18/11/2016,17/11/2018
17/00007/HMOADL,8 Morris Crescent Oxford Oxfordshire OX4 3ED,7,,04/03/2017,03/03/2018
16/03205/HMOADL,11 Morris Crescent Oxford Oxfordshire OX4 3ED,5,,21/07/2016,21/09/2017
16/01961/HMOADL,3 Morris Crescent Oxford Oxfordshire OX4 3ED,7,3,06/06/2016,06/06/2018
16/03455/HMOADL,10 Morris Crescent Oxford OX4 3ED,6,,11/08/2016,11/08/2018
16/04551/HMOADS,38 Mortimer Drive Oxford Oxfordshire OX3 0RT,4,,24/10/2016,24/10/2017
16/06029/HMOADL,11 Mortimer Road Oxford Oxfordshire OX4 4UQ,6,,28/02/2017,27/02/2018
16/02196/HMOADL,4 Mount Street Oxford Oxfordshire OX2 6DH,3,3,13/01/2017,13/01/2018
16/03463/HMOADS,49 Napier Road Oxford Oxfordshire OX4 3HZ,4,4,13/08/2016,12/04/2018
17/00642/HMOADS,58 Napier Road Oxford Oxfordshire OX4 3JA,4,,06/07/2017,05/07/2018
16/03411/HMOADL,1 Napier Road Oxford OX4 3HZ,5,,24/03/2017,23/03/2018
16/02350/HMOADL,52 Nelson Street Oxford Oxfordshire OX2 6BE,4,4,12/06/2016,12/11/2017
16/00224/HMOADS,38 Nelson Street Oxford Oxfordshire OX2 6BD,3,,10/03/2016,31/10/2017
16/02112/HMOADL,17 New Cross Road Oxford Oxfordshire OX3 8LP,5,5,28/06/2016,24/01/2021
17/00651/HMOLIC,5 New Cross Road Oxford Oxfordshire OX3 8LP,6,,31/03/2017,30/03/2018
16/05974/HMOADL,5 Woodman Villas New High Street Oxford Oxfordshire OX3 7AT,3,3,06/02/2017,05/02/2019
17/00978/HMOADL,41B New High Street Oxford Oxfordshire OX3 7AL,3,4,26/05/2017,24/01/2021
16/05981/HMOADL,21 New High Street Oxford Oxfordshire OX3 7AJ,5,,06/02/2017,06/02/2018
16/02324/HMOADL,73 New High Street Oxford Oxfordshire OX3 7AL,4,5,21/06/2016,24/01/2021
16/02319/HMOADS,41C New High Street Oxford Oxfordshire OX3 7AL,4,4,12/06/2016,12/06/2018
16/00503/HMOADS,19 New High Street Oxford Oxfordshire OX3 7AJ,4,,27/03/2016,27/03/2018
16/03170/HMOADL,3 Woodman Villas New High Street Oxford Oxfordshire OX3 7AT,3,,30/01/2017,30/01/2018
16/03607/HMOADS,Church Flat Wesley Memorial Hall New Inn Hall Street Oxford Oxfordshire OX1 2DH,3,3,25/07/2017,24/07/2018
17/00999/HMOADL,1 Newton Road Oxford Oxfordshire OX1 4PT,4,4,15/05/2017,14/05/2018
16/00478/HMOLIC,15 Newton Road Oxford Oxfordshire OX1 4PT,6,6,17/02/2017,16/02/2018
16/03393/HMOADS,29 Newton Road Oxford Oxfordshire OX1 4PT,4,4,06/09/2016,05/09/2018
16/03504/HMOLIC,18 Newton Road Oxford Oxfordshire OX1 4PT,5,,04/09/2016,04/02/2018
17/00652/HMOLIC,6 Newton Road Oxford Oxfordshire OX1 4PT,6,,24/04/2017,23/04/2018
16/02533/HMOADS,25 Nicholas Avenue Oxford Oxfordshire OX3 0RN,5,6,29/06/2016,29/10/2017
16/04360/HMOADL,3 Nicholson Road Oxford Oxfordshire OX3 0HW,5,,30/01/2017,30/01/2018
16/00289/HMOADL,20 Nicholson Road Oxford Oxfordshire OX3 0HW,5,5,14/02/2017,13/02/2018
16/03073/HMOADS,15 Norham Road Oxford Oxfordshire OX2 6SF,4,4,02/03/2017,01/03/2018
17/00620/HMOLIC,10 Norreys Avenue Oxford Oxfordshire OX1 4SS,5,,15/06/2017,14/06/2018
15/03461/HMOADL,14 Norreys Avenue Oxford Oxfordshire OX1 4SS,5,5,23/09/2016,23/09/2017
16/02480/HMOADS,59 Norreys Avenue Oxford Oxfordshire OX1 4ST,4,,13/01/2017,13/01/2018
16/04345/HMOLIC,57 Norreys Avenue Oxford Oxfordshire OX1 4ST,5,5,17/10/2016,17/10/2018
16/05382/HMOLIC,1 Norreys Avenue Oxford Oxfordshire OX1 4ST,10,10,29/12/2016,29/12/2017
16/06036/HMOADS,55 Norreys Avenue Oxford Oxfordshire OX1 4ST,4,,27/02/2017,26/02/2018
16/05269/HMOADS,30 North Way Headington Oxford Oxfordshire OX3 9EU,3,,17/11/2016,17/11/2018
16/05460/HMOADS,3 Northampton Road Oxford Oxfordshire OX1 4TG,4,3,06/01/2017,06/01/2018
15/04930/HMOADS,17 Northampton Road Oxford Oxfordshire OX1 4TG,4,2,02/01/2016,02/01/2018
16/01684/HMOADS,4A Northfield Road Oxford Oxfordshire OX3 9EW,4,,22/05/2016,24/01/2021
16/04283/HMOLIC,34 Northfield Road Oxford Oxfordshire OX3 9EW,5,,16/02/2017,15/02/2018
16/00364/HMOADS,11 Norton Close Oxford Oxfordshire OX3 7BQ,4,4,10/10/2016,10/10/2017
16/02807/HMOADL,7 Norton Close Oxford Oxfordshire OX3 7BQ,4,,13/02/2017,13/02/2018
16/03152/HMOADS,22 Norton Close Oxford Oxfordshire OX3 7BQ,4,4,19/07/2016,04/07/2018
17/01401/HMOADL,55 Nowell Road Oxford Oxfordshire OX4 4TB,4,4,27/06/2017,26/06/2019
16/00415/HMOADL,41 Nowell Road Oxford Oxfordshire OX4 4TB,5,,01/03/2017,28/02/2018
17/01523/HMOADL,28 Nuffield Road Oxford Oxfordshire OX3 8RE,7,,24/06/2017,24/01/2021
17/01287/HMOADS,79 Nuffield Road Oxford Oxfordshire OX3 8RH,4,,11/06/2017,10/06/2018
16/03880/HMOADL,11 Nuffield Road Oxford Headington Oxfordshire OX3 8RQ,7,8,10/09/2016,10/10/2017
16/06157/HMOLIC,1 Nuffield Road Oxford Oxfordshire OX3 8RQ,6,,25/02/2017,24/02/2022
16/05923/HMOADS,8 Nye Bevan Close Oxford Oxfordshire OX4 1GB,4,,09/02/2017,09/02/2018
16/03176/HMOADL,28 Oatlands Road Oxford Oxfordshire OX2 0ET,4,4,13/07/2017,12/07/2018
16/04562/HMOADS,2 Oatlands Road Oxford Oxfordshire OX2 0ET,4,,25/10/2016,24/01/2018
17/02126/HMOADS,50 Oatlands Road Oxford Oxfordshire OX2 0ET,4,,25/07/2017,24/07/2019
17/00438/HMOADL,66 Observatory Street Oxford Oxfordshire OX2 6EP,4,4,06/04/2017,05/04/2018
16/03480/HMOADL,14 Old High Street Oxford Headington Oxfordshire OX3 9HN,4,,18/08/2016,18/01/2018
16/05735/HMOLIC,85 Old High Street Oxford Oxfordshire OX3 9HT,17,15,22/01/2017,22/01/2018
17/01355/HMOADS,16 Old High Street Oxford Oxfordshire OX3 9HN,4,5,21/06/2017,20/06/2018
16/04020/HMOADL,26 Old Marston Road Oxford Oxfordshire OX3 0JP,6,6,26/09/2016,24/01/2021
16/04240/HMOADS,The Flat 15-17 Old Marston Road Oxford Oxfordshire OX3 0JR,4,,13/10/2016,24/01/2021
17/01932/HMOLIC,10 Old Marston Road Oxford Oxfordshire OX3 0JP,6,,11/07/2017,12/07/2018
17/02416/HMOADL,4 Old Marston Road Oxford Oxfordshire OX3 0JP,6,,10/08/2017,09/08/2018
17/02199/HMOADS,31A Old Road Headington Oxford Oxfordshire OX3 7JY,3,,29/07/2017,28/07/2018
16/04968/HMOADL,43 Old Road Headington Oxford Oxfordshire OX3 7JZ,5,5,25/11/2016,25/02/2018
16/05076/HMOADS,29 Old Road Headington Oxford Oxfordshire OX3 7JY,4,,09/12/2016,09/12/2017
16/05377/HMOLIC,105A Old Road Headington Oxford Oxfordshire OX3 8SX,5,6,29/12/2016,29/12/2017
17/00960/HMOLIC,132B Old Road Headington Oxford Oxfordshire OX3 8SX,8,,15/03/2017,10/11/2017
17/00980/HMOLIC,132C Old Road Headington Oxford Oxfordshire OX3 8SX,8,,16/03/2017,10/11/2017
16/04841/HMOADL,11 Old Road Headington Oxford Oxfordshire OX3 7JY,7,7,15/11/2016,15/11/2017
17/02119/HMOLIC,1 Old Road Headington Oxford Oxfordshire OX3 7JY,5,5,20/07/2017,19/07/2019
16/05233/HMOADL,92 Old Road Headington Oxford Oxfordshire OX3 8SX,10,,30/11/2016,30/11/2017
17/01811/HMOADL,31 Old Road Headington Oxford Oxfordshire OX3 7JY,5,,02/07/2017,01/07/2018
16/03408/HMOADS,127 Old Road Headington Oxford Oxfordshire OX3 8SY,4,,07/08/2016,07/01/2018
16/05909/HMOADL,7 Old Road Headington Oxford OX3 7JY,6,6,24/07/2016,24/07/2018
16/04711/HMOLIC,17 Old Road Headington Oxford Oxfordshire OX3 7JY,7,7,17/11/2016,24/01/2021
16/01956/HMOLIC,125 Old Road Headington Oxford Oxfordshire OX3 8SY,5,5,26/06/2016,24/01/2021
16/02725/HMOADL,118 Old Road Headington Oxford Oxfordshire OX3 8SX,4,,06/07/2016,06/11/2017
16/03156/HMOLIC,135 Old Road Headington Oxford Oxfordshire OX3 8SY,5,5,08/08/2016,08/01/2018
16/03679/HMOADS,75 Old Road Headington Oxford Oxfordshire OX3 7LA,3,4,02/09/2016,02/09/2018
16/00705/HMOADL,119 Old Road Headington Oxford Oxfordshire OX3 8SX,4,4,11/04/2016,11/04/2018
16/04155/HMOADL,120 Old Road Headington Oxford Oxfordshire OX3 8SX,5,,07/10/2016,07/04/2018
16/04503/HMOADS,170 Old Road Headington Oxford Oxfordshire OX3 8SZ,4,,17/10/2016,17/10/2017
16/04663/HMOLIC,3 Old Road Headington Oxford Oxfordshire OX3 7JY,5,5,01/11/2016,01/11/2018
16/03094/HMOADS,Flat 1 91 Old Road Headington Oxford Oxfordshire OX3 8SX,3,,27/02/2017,24/01/2021
17/01776/HMOADL,6 Oliver Road Oxford Oxfordshire OX4 2JE,5,,16/07/2017,15/07/2019
16/02397/HMOADL,65 Oliver Road Oxford Oxfordshire OX4 2JH,5,,18/01/2017,18/01/2018
16/06160/HMOADL,24 Oliver Road Oxford Oxfordshire OX4 2JF,5,3,26/06/2017,25/06/2018
17/01620/HMOADL,11 Oliver Road Oxford Oxfordshire OX4 2JQ,5,5,16/07/2017,15/07/2018
16/06212/HMOADL,12 Oliver Road Oxford Oxfordshire OX4 2JE,5,5,02/03/2017,01/03/2018
16/04752/HMOADL,77 Oliver Road Oxford Oxfordshire OX4 2JH,5,,09/11/2016,08/02/2018
16/04026/HMOADL,1 Oliver Road Oxford Oxfordshire OX4 2JQ,5,,26/09/2016,26/03/2018
16/02996/HMOADL,97 Oliver Road Oxford OX4 2JH,5,,08/08/2016,08/10/2017
16/03678/HMOADS,83 Oliver Road Oxford Oxfordshire OX4 2JH,4,4,08/06/2017,07/06/2018
16/01518/HMOLIC,43 Osler Road Oxford Oxfordshire OX3 9BH,5,,23/01/2017,23/01/2018
16/05004/HMOLIC,51 Osler Road Oxford Oxfordshire OX3 9BH,6,,19/04/2017,18/04/2018
16/04592/HMOADL,4 Osney Lane Oxford Oxfordshire OX1 1NJ,5,5,26/10/2016,26/10/2017
17/02668/HMOADS,5 Osney Lane Oxford Oxfordshire OX1 1NJ,4,,28/08/2017,27/08/2018
17/01308/HMOADL,21 Oswestry Road Oxford Oxfordshire OX1 4TL,5,5,05/06/2017,04/06/2018
17/00997/HMOADL,3 Oswestry Road Oxford Oxfordshire OX1 4TL,4,4,12/05/2017,11/05/2018
16/02959/HMOADL,11 Oswestry Road Oxford OX1 4TL,5,5,07/07/2016,07/11/2017
16/03129/HMOADS,36 Ouseley Close Oxford Marston Oxfordshire OX3 0JS,4,,16/07/2016,16/12/2017
16/03575/HMOADL,26 Outram Road Oxford Oxfordshire OX4 3PD,6,6,15/08/2016,15/11/2017
17/00074/HMOADL,4 Outram Road Oxford Oxfordshire OX4 3PE,7,,16/03/2017,15/03/2018
17/02207/HMOADS,6 Outram Road Oxford Oxfordshire OX4 3PE,4,,29/07/2017,28/07/2018
17/02740/HMOLIC,7 Outram Road Oxford Oxfordshire OX4 3PE,4,4,09/09/2017,08/09/2019
